emd_nm,base_date,city,em_cnt,em_g,pay_amt,em_g_per_cnt,year,month,day,week,day_of_week,season,redday,kor_cnt,kor_amt,fast_cnt,fast_amt,af_cnt,af_amt,mart_cnt,mart_amt,food_cnt,food_amt,west_cnt,west_amt,des_cnt,des_amt,asia_cnt,asia_amt,deliv_cnt,deliv_amt,geo_type,observed,trend,seasonal,em_cnt_variant,em_g_variant,pay_amt_variant,em_g_per_cnt_variant
알수없음,2018-08-25,알수없음,62.0,341950.0,10244.0,5515.322580645161,2018,8,25,34,5,1,0,30,602186,20,578968,,,49,2431666,20,1110018,5,49400,30,337896,10,182780,,,알수없음,341950.0,363081.6666666667,-10427.396980019395,-39.0,-178600.0,-5349.0,361.36218460555665
알수없음,2018-08-26,알수없음,64.0,322350.0,9654.0,5036.71875,2018,8,26,34,6,1,0,25,824980,,,,,30,670901,10,354593,,,10,76570,5,74100,,,알수없음,322350.0,359698.3333333333,18025.797464425043,2.0,-19600.0,-590.0,-478.603830645161
알수없음,2018-08-27,알수없음,72.0,392050.0,11743.0,5445.138888888889,2018,8,27,35,0,1,0,30,272688,10,119548,5,98800,40,2076480,5,67876,,,10,45448,10,192660,,,알수없음,392050.0,353440.8333333334,-8711.358849174425,8.0,69700.0,2089.0,408.4201388888887
알수없음,2018-08-28,알수없음,64.0,288450.0,8640.0,4507.03125,2018,8,28,35,1,1,0,59,1268592,5,136838,,,40,1536044,5,57057,,,5,61750,10,113620,,,알수없음,288450.0,345684.1666666667,9480.529600955355,-8.0,-103600.0,-3103.0,-938.1076388888887
알수없음,2018-08-29,알수없음,61.0,421350.0,12627.0,6907.377049180328,2018,8,29,35,2,1,0,49,1241422,5,113620,,,30,3596172,5,64220,,,5,121030,5,83980,,,알수없음,421350.0,342761.66666666674,5872.029663124529,-3.0,132900.0,3987.0,2400.345799180328
알수없음,2018-08-30,알수없음,64.0,389250.0,11660.0,6082.03125,2018,8,30,35,3,1,0,49,1471132,20,307762,5,395200,64,1720997,10,613894,,,10,22971,5,167960,,,알수없음,389250.0,337931.66666666674,-4642.9489869885065,3.0,-32100.0,-967.0,-825.345799180328
알수없음,2018-08-31,알수없음,53.0,255800.0,7658.0,4826.415094339623,2018,8,31,35,4,1,0,25,1521520,10,251940,,,59,2253529,10,180656,5,172406,20,165490,10,187720,5,266760,알수없음,255800.0,332854.16666666674,3395.513223113519,-11.0,-133450.0,-4002.0,-1255.6161556603774
알수없음,2018-09-01,알수없음,47.0,313600.0,9396.0,6672.340425531915,2018,9,1,35,5,2,0,34,616696,10,160557,,,44,1904687,5,439200,10,363561,10,105565,15,301965,,,알수없음,313600.0,328648.3333333334,2787.5775837531824,-6.0,57800.0,1738.0,1845.925331192292
알수없음,2018-09-02,알수없음,52.0,354600.0,10629.0,6819.2307692307695,2018,9,2,35,6,2,0,29,1443540,5,53519,10,368545,54,2411841,15,371785,5,270050,10,190508,10,513095,,,알수없음,354600.0,323012.50000000006,-6433.073109370601,5.0,41000.0,1233.0,146.89034369885485
알수없음,2018-09-03,알수없음,71.0,406600.0,12176.0,5726.760563380281,2018,9,3,36,0,2,0,29,1050740,5,117840,,,44,1475357,5,28478,10,130115,10,100655,,,5,114894,알수없음,406600.0,318792.49999999994,-15957.487243354606,19.0,52000.0,1547.0,-1092.4702058504881
알수없음,2018-09-04,알수없음,50.0,181700.0,5435.0,3634.0,2018,9,4,36,1,2,0,39,950085,10,122259,5,284829,64,1277189,,,,,5,41244,5,98200,5,137480,알수없음,181700.0,313949.99999999994,-6311.121807446122,-21.0,-224900.0,-6741.0,-2092.7605633802814
알수없음,2018-09-05,알수없음,62.0,421550.0,12636.0,6799.193548387097,2018,9,5,36,2,2,0,25,515550,5,171850,5,147300,59,1427877,,,5,44190,5,27005,5,58920,,,알수없음,421550.0,309429.99999999994,-5401.933790892494,12.0,239850.0,7201.0,3165.1935483870966
알수없음,2018-09-06,알수없음,54.0,301300.0,9024.0,5579.62962962963,2018,9,6,36,3,2,0,25,264649,5,72177,,,44,2335589,15,124223,,,5,25925,,,,,알수없음,301300.0,310159.99999999994,-4103.127494768954,-8.0,-120250.0,-3612.0,-1219.563918757467
알수없음,2018-09-07,알수없음,51.0,292750.0,8773.0,5740.196078431372,2018,9,7,36,4,2,0,20,1642395,10,207693,,,10,443668,15,67267,5,58920,5,81015,10,157120,5,98200,알수없음,292750.0,317515.8333333333,-727.8319513336014,-3.0,-8550.0,-251.0,160.5664488017428
알수없음,2018-09-08,알수없음,46.0,292550.0,8766.0,6359.782608695652,2018,9,8,36,5,2,0,34,1063015,5,83470,,,88,2683315,10,119804,5,69722,25,216286,5,83470,,,알수없음,292550.0,323049.1666666666,-44.638558435873406,-5.0,-200.0,-7.0,619.5865302642796
알수없음,2018-09-09,알수없음,45.0,330750.0,9910.0,7350.0,2018,9,9,36,6,2,0,29,518496,20,853849,,,29,504208,10,300688,5,157120,15,118331,5,240590,,,알수없음,330750.0,320048.3333333333,-16638.138713925247,-1.0,38200.0,1144.0,990.217391304348
알수없음,2018-09-10,알수없음,40.0,326600.0,9791.0,8165.0,2018,9,10,37,0,2,0,25,554830,10,151228,5,118822,15,1115159,10,279084,5,19640,10,117840,,,,,알수없음,326600.0,314373.3333333334,4528.307367144517,-5.0,-4150.0,-119.0,815.0
알수없음,2018-09-11,알수없음,26.0,89150.0,2668.0,3428.846153846154,2018,9,11,37,1,2,0,29,702130,10,108511,5,176760,5,161686,5,19542,,,5,68740,10,112930,5,88380,알수없음,89150.0,308894.16666666674,-10494.926568450994,-14.0,-237450.0,-7123.0,-4736.153846153846
알수없음,2018-09-12,알수없음,48.0,283700.0,8502.0,5910.416666666667,2018,9,12,37,2,2,0,25,244027,5,18658,5,98200,25,1292656,5,181670,5,220950,20,167677,10,108020,5,108020,알수없음,283700.0,307090.83333333343,-425.8485125864447,22.0,194550.0,5834.0,2481.570512820513
알수없음,2018-09-13,알수없음,48.0,312000.0,9350.0,6500.0,2018,9,13,37,3,2,0,25,650575,5,28478,,,44,2620467,5,274960,5,169886,5,49346,5,58920,5,142390,알수없음,312000.0,306895.8333333334,-8947.674757797167,0.0,28300.0,848.0,589.583333333333
알수없음,2018-09-14,알수없음,56.0,229600.0,6873.0,4100.0,2018,9,14,37,4,2,0,20,478725,10,400165,5,122750,34,1053293,5,29460,,,5,41097,5,115385,5,176760,알수없음,229600.0,302717.5,-6686.758091130504,8.0,-82400.0,-2477.0,-2400.0
알수없음,2018-09-15,알수없음,52.0,340200.0,10195.0,6542.307692307692,2018,9,15,37,5,2,0,44,1290348,15,86907,15,515550,74,2352283,5,10802,,,15,152701,,,,,알수없음,340200.0,301457.5,15696.491908869497,-4.0,110600.0,3322.0,2442.3076923076924
알수없음,2018-09-16,알수없음,46.0,270150.0,8095.0,5872.826086956522,2018,9,16,37,6,2,0,39,611295,10,155647,5,135025,64,1739564,10,1578565,5,191490,5,68740,5,68740,,,알수없음,270150.0,303208.3333333334,18979.769686647265,-6.0,-70050.0,-2100.0,-669.4816053511704
알수없음,2018-09-17,알수없음,49.0,278650.0,8349.0,5686.734693877551,2018,9,17,38,0,2,0,25,692310,5,7365,5,49100,39,924308,25,1118203,5,105565,10,132079,,,,,알수없음,278650.0,301350.8333333334,-13220.896980019395,3.0,8500.0,254.0,-186.09139307897112
알수없음,2018-09-18,알수없음,57.0,316900.0,9494.0,5559.649122807017,2018,9,18,38,1,2,0,5,103110,10,190017,10,245500,49,1390365,10,94370,,,5,71195,,,5,196400,알수없음,316900.0,298969.1666666667,26879.741908869502,8.0,38250.0,1145.0,-127.08557107053366
알수없음,2018-09-19,알수없음,57.0,288450.0,8639.0,5060.526315789473,2018,9,19,38,2,2,0,29,1202950,,,5,371687,79,9847791,5,44190,5,22095,5,39771,5,224878,5,127660,알수없음,288450.0,300171.6666666666,-410.2025355749529,0.0,-28450.0,-855.0,-499.1228070175439
알수없음,2018-09-20,알수없음,63.0,271050.0,8117.0,4302.380952380952,2018,9,20,38,3,2,0,29,625043,5,62848,,,54,1456944,5,35352,5,37316,5,21113,10,491000,5,196400,알수없음,271050.0,296690.00000000006,5849.380797758383,6.0,-17400.0,-522.0,-758.145363408521
알수없음,2018-09-21,알수없음,57.0,395550.0,11854.0,6939.473684210527,2018,9,21,38,4,2,0,44,1048285,5,189035,5,73159,74,8064871,20,426188,,,5,112930,10,203765,,,알수없음,395550.0,292765.8333333333,-1948.2303133527305,-6.0,124500.0,3737.0,2637.0927318295744
알수없음,2018-09-22,알수없음,69.0,452800.0,13566.0,6562.31884057971,2018,9,22,38,5,2,1,49,1137647,5,31424,5,171850,64,5255369,5,22095,5,328970,10,76105,5,147300,5,127660,알수없음,452800.0,292469.99999999994,-3227.452535574955,12.0,57250.0,1712.0,-377.1548436308167
알수없음,2018-09-23,알수없음,84.0,539600.0,16165.0,6423.809523809524,2018,9,23,38,6,2,1,15,1841250,5,19640,20,309134,118,3592893,10,176760,5,220950,5,36825,,,,,알수없음,539600.0,291649.16666666657,13265.908575536174,15.0,86800.0,2599.0,-138.50931677018616
알수없음,2018-09-24,알수없음,31.0,142850.0,4279.0,4608.064516129032,2018,9,24,39,0,2,1,10,655485,5,40753,,,25,588758,,,,,5,105074,5,127660,,,알수없음,142850.0,291082.5,-10427.396980019395,-53.0,-396750.0,-11886.0,-1815.7450076804917
알수없음,2018-09-25,알수없음,30.0,180950.0,5419.0,6031.666666666667,2018,9,25,39,1,2,1,20,606385,5,20622,,,44,2521727,10,98691,,,10,70213,,,,,알수없음,180950.0,290621.66666666674,18025.797464425043,-1.0,38100.0,1140.0,1423.6021505376348
알수없음,2018-09-26,알수없음,47.0,204700.0,6131.0,4355.31914893617,2018,9,26,39,2,2,1,34,877810,10,106547,,,69,4277690,5,6874,,,,,,,,,알수없음,204700.0,294393.3333333334,-8711.358849174425,17.0,23750.0,712.0,-1676.3475177304972
알수없음,2018-09-27,알수없음,65.0,367600.0,11013.0,5655.384615384615,2018,9,27,39,3,2,1,39,803276,20,192963,5,220950,29,894848,10,227333,,,5,47136,,,,,알수없음,367600.0,297480.0,9480.529600955355,18.0,162900.0,4882.0,1300.0654664484455
알수없음,2018-09-28,알수없음,60.0,330500.0,9900.0,5508.333333333333,2018,9,28,39,4,2,0,5,69231,5,83470,5,73650,34,511082,5,50377,,,10,78560,5,162030,5,75614,알수없음,330500.0,296509.16666666657,5872.029663124529,-5.0,-37100.0,-1113.0,-147.05128205128221
알수없음,2018-09-29,알수없음,33.0,229400.0,6874.0,6951.515151515152,2018,9,29,39,5,2,0,25,974635,15,209166,,,29,796353,,,5,313430,5,49837,15,319150,5,127660,알수없음,229400.0,297765.0,-4642.9489869885065,-27.0,-101100.0,-3026.0,1443.181818181819
알수없음,2018-09-30,알수없음,54.0,340050.0,10191.0,6297.222222222223,2018,9,30,39,6,2,0,29,476270,29,632408,,,20,563079,15,1081771,,,,,,,,,알수없음,340050.0,299229.1666666666,3395.513223113519,21.0,110650.0,3317.0,-654.2929292929293
알수없음,2018-10-01,알수없음,56.0,334400.0,10018.0,5971.428571428572,2018,10,1,40,0,2,0,35,741520,15,98704,5,198400,45,1314102,5,18848,5,153760,10,154256,5,228160,,,알수없음,334400.0,298679.1666666666,2787.5775837531824,2.0,-5650.0,-173.0,-325.79365079365107
알수없음,2018-10-02,알수없음,46.0,222350.0,6658.0,4833.695652173913,2018,10,2,40,1,2,1,35,683488,5,98704,5,104160,40,1145016,10,52080,,,10,88536,,,,,알수없음,222350.0,300865.8333333333,-6433.073109370601,-10.0,-112050.0,-3360.0,-1137.7329192546586
알수없음,2018-10-03,알수없음,69.0,395950.0,11861.0,5738.405797101449,2018,10,3,40,2,2,1,30,729120,15,135904,,,55,2501576,5,421650,5,206336,5,71920,5,119040,,,알수없음,395950.0,302275.8333333333,-15957.487243354606,23.0,173600.0,5203.0,904.710144927536
알수없음,2018-10-04,알수없음,52.0,264500.0,7923.0,5086.538461538462,2018,10,4,40,3,2,1,30,1016800,5,103664,,,25,1105336,10,33728,,,5,14880,,,10,230144,알수없음,264500.0,301670.8333333334,-6311.121807446122,-17.0,-131450.0,-3938.0,-651.8673355629871
알수없음,2018-10-05,알수없음,23.0,129850.0,3890.0,5645.652173913043,2018,10,5,40,4,2,0,15,396800,5,60512,,,25,1174478,5,8432,,,5,99200,,,,,알수없음,129850.0,303109.16666666674,-5401.933790892494,-29.0,-134650.0,-4033.0,559.1137123745812
알수없음,2018-10-06,알수없음,60.0,357550.0,10714.0,5959.166666666667,2018,10,6,40,5,2,0,30,922560,15,158224,,,30,1525150,10,40672,5,217744,10,78864,5,64480,10,94240,알수없음,357550.0,302730.83333333343,-4103.127494768954,37.0,227700.0,6824.0,313.5144927536239
알수없음,2018-10-07,알수없음,41.0,218750.0,6548.0,5335.365853658536,2018,10,7,40,6,2,0,35,778720,10,108128,5,545600,60,2411502,5,174344,,,5,19840,5,62000,10,280240,알수없음,218750.0,299110.00000000006,-727.8319513336014,-19.0,-138800.0,-4166.0,-623.8008130081307
알수없음,2018-10-08,알수없음,49.0,317300.0,9508.0,6475.510204081633,2018,10,8,41,0,2,1,45,925040,5,123504,5,173600,50,4590976,10,143840,,,10,200880,,,5,60482,알수없음,317300.0,294000.8333333333,-44.638558435873406,8.0,98550.0,2960.0,1140.1443504230965
알수없음,2018-10-09,알수없음,42.0,272000.0,8148.0,6476.190476190476,2018,10,9,41,1,2,1,69,928512,5,13888,5,74400,79,2173125,10,122958,,,5,106640,5,104160,,,알수없음,272000.0,294084.1666666666,-16638.138713925247,-7.0,-45300.0,-1360.0,0.6802721088433827
알수없음,2018-10-10,알수없음,61.0,357700.0,10716.0,5863.934426229508,2018,10,10,41,2,2,1,20,406224,5,17360,5,170475,55,2063112,,,,,,,,,,,알수없음,357700.0,300290.8333333334,4528.307367144517,19.0,85700.0,2568.0,-612.2560499609681
알수없음,2018-10-11,알수없음,47.0,284350.0,8519.0,6050.0,2018,10,11,41,3,2,0,45,1326800,,,5,49600,35,812845,25,634235,5,94240,5,33728,10,251968,5,148800,알수없음,284350.0,304564.1666666666,-10494.926568450994,-14.0,-73350.0,-2197.0,186.06557377049194
알수없음,2018-10-12,알수없음,43.0,273700.0,8199.0,6365.116279069767,2018,10,12,41,4,2,0,20,715728,5,124000,,,5,44640,5,10912,,,,,10,300080,10,243040,알수없음,273700.0,305717.5,-425.8485125864447,-4.0,-10650.0,-320.0,315.1162790697672
알수없음,2018-10-13,알수없음,43.0,263750.0,7904.0,6133.720930232558,2018,10,13,41,5,2,0,60,1295056,10,197408,,,35,1242827,5,123504,5,166160,5,46128,,,,,알수없음,263750.0,307382.5000000001,-8947.674757797167,0.0,-9950.0,-295.0,-231.39534883720899
알수없음,2018-10-14,알수없음,37.0,353200.0,10586.0,9545.945945945947,2018,10,14,41,6,2,0,35,1291584,10,133424,,,50,1727667,5,200880,5,564944,5,24800,,,,,알수없음,353200.0,308948.3333333334,-6686.758091130504,-6.0,89450.0,2682.0,3412.2250157133885
알수없음,2018-10-15,알수없음,51.0,304450.0,9122.0,5969.607843137255,2018,10,15,42,0,2,0,55,1272736,,,5,595200,35,2004187,10,53568,5,93248,5,104160,,,,,알수없음,304450.0,307493.3333333334,15696.491908869497,14.0,-48750.0,-1464.0,-3576.3381028086915
알수없음,2018-10-16,알수없음,50.0,272900.0,8172.0,5458.0,2018,10,16,42,1,2,0,30,806000,5,99200,,,69,1855784,20,382515,5,168144,10,209560,,,,,알수없음,272900.0,303780.8333333333,18979.769686647265,-1.0,-31550.0,-950.0,-511.60784313725526
알수없음,2018-10-17,알수없음,61.0,407100.0,12195.0,6673.770491803279,2018,10,17,42,2,2,0,45,994480,5,65968,,,60,2117573,15,3455186,,,,,,,5,158720,알수없음,407100.0,302961.6666666667,-13220.896980019395,11.0,134200.0,4023.0,1215.7704918032787
알수없음,2018-10-18,알수없음,38.0,273050.0,8182.0,7185.526315789473,2018,10,18,42,3,2,0,15,292640,5,24304,5,515840,25,594952,10,130448,,,15,128464,5,168640,5,99200,알수없음,273050.0,301640.00000000006,26879.741908869502,-23.0,-134050.0,-4013.0,511.7558239861946
알수없음,2018-10-19,알수없음,46.0,296000.0,8873.0,6434.782608695652,2018,10,19,42,4,2,0,40,657200,15,142352,15,332320,25,557256,15,376464,5,308016,5,12896,5,124000,,,알수없음,296000.0,299445.8333333333,-410.2025355749529,8.0,22950.0,691.0,-750.7437070938213
알수없음,2018-10-20,알수없음,43.0,349800.0,10487.0,8134.883720930233,2018,10,20,42,5,2,0,15,644800,25,486080,10,14904800,35,1667949,10,229301,5,79360,5,57288,10,544112,5,128960,알수없음,349800.0,302863.3333333333,5849.380797758383,-3.0,53800.0,1614.0,1700.1011122345808
알수없음,2018-10-21,알수없음,51.0,294100.0,8808.0,5766.666666666667,2018,10,21,42,6,2,0,40,1209744,15,131936,,,35,1467614,15,474672,,,15,319672,,,5,84320,알수없음,294100.0,303793.33333333326,-1948.2303133527305,8.0,-55700.0,-1679.0,-2368.217054263566
알수없음,2018-10-22,알수없음,44.0,337000.0,10099.0,7659.090909090909,2018,10,22,43,0,2,0,30,564448,10,122512,5,198400,10,72664,25,179701,,,10,39928,5,188480,,,알수없음,337000.0,305139.1666666666,-3227.452535574955,-7.0,42900.0,1291.0,1892.424242424242
알수없음,2018-10-23,알수없음,63.0,348850.0,10447.0,5537.3015873015875,2018,10,23,43,1,2,0,15,1143280,15,173104,5,5456000,30,945574,,,,,5,71672,5,178560,,,알수없음,348850.0,307834.1666666666,13265.908575536174,19.0,11850.0,348.0,-2121.7893217893215
알수없음,2018-10-24,알수없음,55.0,338600.0,10146.0,6156.363636363636,2018,10,24,43,2,2,0,30,962240,10,359600,,,74,1630154,5,33728,,,20,239568,,,5,79360,알수없음,338600.0,306543.3333333334,-10427.396980019395,-8.0,-10250.0,-301.0,619.0620490620486
알수없음,2018-10-25,알수없음,58.0,357600.0,10714.0,6165.517241379311,2018,10,25,43,3,2,0,40,699360,10,19840,5,43896,89,3849258,10,202864,,,10,97960,5,198400,5,99200,알수없음,357600.0,305365.8333333334,18025.797464425043,3.0,19000.0,568.0,9.153605015674657
알수없음,2018-10-26,알수없음,47.0,284450.0,8521.0,6052.127659574468,2018,10,26,43,4,2,0,20,580320,5,52576,5,64480,10,113584,5,39184,,,,,5,198400,,,알수없음,284450.0,307005.8333333334,-8711.358849174425,-11.0,-73150.0,-2193.0,-113.38958180484224
알수없음,2018-10-27,알수없음,50.0,357050.0,10704.0,7141.0,2018,10,27,43,5,2,0,15,168640,10,175088,5,148800,30,1842690,5,213280,,,5,19840,5,89280,10,129952,알수없음,357050.0,309150.8333333334,9480.529600955355,3.0,72600.0,2183.0,1088.8723404255315
알수없음,2018-10-28,알수없음,59.0,440950.0,13214.0,7473.728813559322,2018,10,28,43,6,2,0,25,529232,20,273792,5,122512,45,2275896,5,186000,5,441440,10,31248,,,5,93248,알수없음,440950.0,310180.0,5872.029663124529,9.0,83900.0,2510.0,332.7288135593217
알수없음,2018-10-29,알수없음,42.0,212900.0,6377.0,5069.047619047619,2018,10,29,44,0,2,0,35,741520,5,84320,5,1473120,40,1682333,5,22320,5,61504,15,222704,,,,,알수없음,212900.0,309584.1666666666,-4642.9489869885065,-17.0,-228050.0,-6837.0,-2404.6811945117024
알수없음,2018-10-30,알수없음,42.0,269250.0,8067.0,6410.714285714285,2018,10,30,44,1,2,0,40,655216,5,89280,,,64,2696256,5,22320,,,10,241899,5,39680,,,알수없음,269250.0,309811.6666666666,3395.513223113519,0.0,56350.0,1690.0,1341.666666666666
알수없음,2018-10-31,알수없음,46.0,182450.0,5461.0,3966.304347826087,2018,10,31,44,2,2,0,15,662160,5,39680,,,20,305933,10,143840,,,5,96720,10,99200,,,알수없음,182450.0,314405.8333333333,2787.5775837531824,4.0,-86800.0,-2606.0,-2444.4099378881983
알수없음,2018-11-01,알수없음,50.0,325150.0,9741.0,6503.0,2018,11,1,44,3,2,0,30,1207580,5,89321,,,20,183782,10,52395,,,,,5,44910,5,89820,알수없음,325150.0,314578.3333333333,-6433.073109370601,4.0,142700.0,4280.0,2536.695652173913
알수없음,2018-11-02,알수없음,40.0,213850.0,6404.0,5346.25,2018,11,2,44,4,2,0,20,543910,10,237524,,,40,1208628,10,950346,,,15,92814,5,169660,5,154690,알수없음,213850.0,312849.1666666667,-15957.487243354606,-10.0,-111300.0,-3337.0,-1156.75
알수없음,2018-11-03,알수없음,44.0,314950.0,9438.0,7157.954545454545,2018,11,3,44,5,2,0,25,684628,10,217065,,,40,1558627,5,164670,,,10,108782,5,39920,,,알수없음,314950.0,314799.1666666666,-6311.121807446122,4.0,101100.0,3034.0,1811.704545454545
알수없음,2018-11-04,알수없음,50.0,284450.0,8520.0,5689.0,2018,11,4,44,6,2,0,30,1848795,5,119760,,,75,2524591,5,136027,,,5,164670,10,296905,5,134730,알수없음,284450.0,314798.3333333333,-5401.933790892494,6.0,-30500.0,-918.0,-1468.954545454545
알수없음,2018-11-05,알수없음,48.0,258750.0,7751.0,5390.625,2018,11,5,45,0,2,0,20,717562,15,123253,5,218662,75,12186828,5,516365,,,15,106786,,,10,199600,알수없음,258750.0,313536.6666666666,-4103.127494768954,-2.0,-25700.0,-769.0,-298.375
알수없음,2018-11-06,알수없음,60.0,398300.0,11936.0,6638.333333333333,2018,11,6,45,1,2,0,35,871254,5,48902,5,89820,65,3516353,5,798400,5,14970,10,55389,,,,,알수없음,398300.0,312301.6666666666,-727.8319513336014,12.0,139550.0,4185.0,1247.708333333333
알수없음,2018-11-07,알수없음,44.0,299450.0,8972.0,6805.681818181818,2018,11,7,45,2,2,0,40,865266,15,505986,5,46158,50,3981920,,,,,,,5,114770,,,알수없음,299450.0,311460.8333333333,-44.638558435873406,-16.0,-98850.0,-2964.0,167.348484848485
알수없음,2018-11-08,알수없음,41.0,212400.0,6364.0,5180.487804878048,2018,11,8,45,3,2,0,50,983030,5,38922,5,513970,25,415567,5,84830,5,39920,5,21956,5,39920,5,109780,알수없음,212400.0,312050.0,-16638.138713925247,-3.0,-87050.0,-2608.0,-1625.1940133037697
알수없음,2018-11-09,알수없음,49.0,346650.0,10388.0,7074.489795918367,2018,11,9,45,4,2,0,45,880735,5,169660,5,91966,5,27445,10,239021,,,5,16467,,,5,44910,알수없음,346650.0,316104.1666666666,4528.307367144517,8.0,134250.0,4024.0,1894.001991040319
알수없음,2018-11-10,알수없음,60.0,393800.0,11800.0,6563.333333333333,2018,11,10,45,5,2,0,25,1000495,10,252494,,,55,4740999,10,76846,5,44910,30,567213,10,74850,5,94810,알수없음,393800.0,320798.3333333333,-10494.926568450994,11.0,47150.0,1412.0,-511.1564625850342
알수없음,2018-11-11,알수없음,45.0,292950.0,8778.0,6510.0,2018,11,11,45,6,2,0,25,1022950,5,46906,5,81337,55,2248843,5,224001,5,354290,15,219560,5,149700,5,89820,알수없음,292950.0,322694.1666666666,-425.8485125864447,-15.0,-100850.0,-3022.0,-53.33333333333303
알수없음,2018-11-12,알수없음,67.0,306250.0,9168.0,4570.895522388059,2018,11,12,46,0,2,0,15,499000,5,27445,,,30,1343508,10,83832,,,5,47405,,,10,229041,알수없음,306250.0,320307.49999999994,-8947.674757797167,22.0,13300.0,390.0,-1939.1044776119406
알수없음,2018-11-13,알수없음,55.0,274950.0,8236.0,4999.090909090909,2018,11,13,46,1,2,0,40,1329336,10,40918,10,150698,35,1260324,5,9980,5,19960,10,79840,5,94810,5,64870,알수없음,274950.0,320853.3333333333,-6686.758091130504,-12.0,-31300.0,-932.0,428.19538670284965
알수없음,2018-11-14,알수없음,63.0,396350.0,11875.0,6291.269841269841,2018,11,14,46,2,2,0,25,1047401,25,307384,,,40,2719600,20,493361,5,209580,5,56886,5,89820,5,69860,알수없음,396350.0,326310.00000000006,15696.491908869497,8.0,121400.0,3639.0,1292.178932178932
알수없음,2018-11-15,알수없음,68.0,456650.0,13680.0,6715.441176470588,2018,11,15,46,3,2,0,30,828340,,,5,49900,45,652842,5,109780,,,5,99800,5,633730,,,알수없음,456650.0,330740.8333333334,18979.769686647265,5.0,60300.0,1805.0,424.1713352007473
알수없음,2018-11-16,알수없음,50.0,233700.0,7000.0,4674.0,2018,11,16,46,4,2,0,60,1389715,15,682632,5,44910,20,460178,5,22455,5,245009,5,46158,15,444110,,,알수없음,233700.0,334522.5,-13220.896980019395,-18.0,-222950.0,-6680.0,-2041.4411764705883
알수없음,2018-11-17,알수없음,52.0,342700.0,10268.0,6590.384615384615,2018,11,17,46,5,2,0,30,975545,10,92814,,,35,672752,15,553441,5,143213,5,16467,5,29940,5,109780,알수없음,342700.0,336724.1666666666,26879.741908869502,2.0,109000.0,3268.0,1916.3846153846152
알수없음,2018-11-18,알수없음,55.0,343350.0,10286.0,6242.727272727273,2018,11,18,46,6,2,0,20,281935,10,138223,,,10,215319,5,92165,,,20,194610,5,264470,,,알수없음,343350.0,339005.0,-410.2025355749529,3.0,650.0,18.0,-347.65734265734227
알수없음,2018-11-19,알수없음,47.0,302400.0,9059.0,6434.04255319149,2018,11,19,47,0,2,0,40,1446601,5,70858,5,79840,60,1893256,10,187125,5,340318,,,5,59880,,,알수없음,302400.0,340587.49999999994,5849.380797758383,-8.0,-40950.0,-1227.0,191.3152804642168
알수없음,2018-11-20,알수없음,45.0,265800.0,7959.0,5906.666666666667,2018,11,20,47,1,2,0,45,1014467,5,82335,5,5988000,40,1294506,,,10,184131,5,29940,5,199600,5,64870,알수없음,265800.0,341807.49999999994,-1948.2303133527305,-2.0,-36600.0,-1100.0,-527.3758865248228
알수없음,2018-11-21,알수없음,54.0,291200.0,8721.0,5392.592592592592,2018,11,21,47,2,2,0,40,904188,10,87325,,,35,1008729,10,313372,5,59880,5,19960,5,64870,,,알수없음,291200.0,341792.49999999994,-3227.452535574955,9.0,25400.0,762.0,-514.0740740740748
알수없음,2018-11-22,알수없음,61.0,344200.0,10309.0,5642.622950819672,2018,11,22,47,3,2,0,30,667662,5,136726,5,28044,40,3329278,5,22455,,,5,49401,5,99800,,,알수없음,344200.0,340320.8333333334,13265.908575536174,7.0,53000.0,1588.0,250.0303582270799
알수없음,2018-11-23,알수없음,55.0,378600.0,11346.0,6883.636363636364,2018,11,23,47,4,2,0,20,180139,5,31437,,,30,3834017,,,10,298901,15,138223,,,,,알수없음,378600.0,338978.3333333333,-10427.396980019395,-6.0,34400.0,1037.0,1241.013412816692
알수없음,2018-11-24,알수없음,59.0,560850.0,16812.0,9505.93220338983,2018,11,24,47,5,2,0,25,561375,5,119760,5,147205,15,1009577,,,,,,,10,99800,5,101796,알수없음,560850.0,336929.1666666666,18025.797464425043,4.0,182250.0,5466.0,2622.2958397534658
알수없음,2018-11-25,알수없음,58.0,362850.0,10870.0,6256.0344827586205,2018,11,25,47,6,2,0,25,581335,10,235528,,,20,374150,5,34930,5,232035,5,104790,,,5,179640,알수없음,362850.0,334501.6666666666,-8711.358849174425,-1.0,-198000.0,-5942.0,-3249.8977206312093
알수없음,2018-11-26,알수없음,61.0,392400.0,11758.0,6432.786885245901,2018,11,26,48,0,2,0,20,315368,5,364270,,,30,1514315,5,13972,,,,,,,,,알수없음,392400.0,332086.6666666666,9480.529600955355,3.0,29550.0,888.0,176.75240248728096
알수없음,2018-11-27,알수없음,49.0,262400.0,7861.0,5355.102040816327,2018,11,27,48,1,2,0,30,377494,10,45409,5,18962,35,1316162,,,5,369260,5,34681,10,239520,5,72355,알수없음,262400.0,331164.1666666666,5872.029663124529,-12.0,-130000.0,-3897.0,-1077.6848444295747
알수없음,2018-11-28,알수없음,60.0,424200.0,12708.0,7070.0,2018,11,28,48,2,2,0,20,224550,5,88822,,,40,2474691,5,22455,5,214570,5,83333,5,84830,,,알수없음,424200.0,331113.3333333332,-4642.9489869885065,11.0,161800.0,4847.0,1714.8979591836733
